60813,75031,57449,48331,53710,57886,59428,77638,55767.6,47928,54209,58299,58104,77956,57638,48195,54803,57971,57193,78786.3,58355,48318,54908,57539,56688,74299,59027,48520,55188,57249,56385,72081,59857,49298,55538,57011,56710,71396,60057,49766,55704,57886.9,56734,70868,59842,49860,53666.8,57871,56560,70568,59829,50312,56845,58835,56650,70503,59347,50530,57808,59537,56782,69685,58714,51601,58688,59885,56930,68445,57926,53410,59589,58668.4,57582,65753,57446,55304,60413,59176,58146,62344,57379,57323,60585,58816,58737,59619,57595,59374,60178,58324,59467,56048,58419,61132,59659,57757,60019,53660,59295,62149,58776,57625,60435,51572,60363,63066,57687,57770,63585.5,49930,61176,63876,56711,57929,61429,48737,61888,60196,56084,58113,62157,47778,62226,63791.9,55307,58272,62865,47155,62414,64174,54956,58335,63380,47412,62449,64241,54673,57863.6,63987,47364,62281,64181,54445,58267,64382,48059,62035,64515,54348,58304,64880,48840,58147.3,64428,54419,58163,65556,49724,61812.2,64314,54461,58048,66032,45930.1,60678,64289,54739,57776,66463,51816,60309,63962,55244,57453,66813,52664,59974,63587,55764,57303,66802,53506,59584,63103,56282,57304,66492,53814,59224,62687,56595,57411
60297,85033,49975,51555,51326,57343,61378,81596,52486,50435,51799,57164,59612,84237.5,52372,50806,51199,57610,56158.2,78632,54217,50331,52222,56933,56746,85012,53325,50277,51119,58159,53711,84297,54099,49629,51283,58301,54973,82000.8,54602,49789,51435,58976.7,53932,83688,54638,50005,50924,58635,53521,82388,55278,49840,51272.6,59466.2,52979,83019,55706,49377,51024,58933,53252,80798,56091,48644,51826,58377,52443,82372,56083,48909,51511,58654,52303,82205,55944,48725,51561,58746,53305.9,77970,56332,48622,52760,57766,52347,82367,55971,48477,51660,59052,53273,80133,55630,48510,51970,58611,58284.2,80767,55523,48444,52165,58926,54178,80846,54832,48263,52428,59140,55364,79567,53652.4,48046,53089,58989,56196,79017,54651,47974,53505,58948,57177,76882,54568,48133,54153,58720,58231,76106,54169,48830,54613,58456.5,58881,75861,53731,49142,55118,58815,59613,74744,53570,50026,55622,58488,59983,74833,53225,51350,55951,57745,60791,73371,52816,52960,56659,56810,61271,73691,51905,54741,56895,56133,62341,72626,51517,56174,56703,55668,63223,70564,51889,57587,56559,55455,63577,71401.3,52959,58471,56124,55110,63186,67270,54368,59395,55960,54939,62229,66154,56077,60242,55345,54929
34737,54554,61071,58936,60285,57207,29933,46370,58366,57769,58642,56769,61159,42990,55198,58698,55397,54101,59522,34465,57020,55774,54924,55966,57561,32855,55668,56557,54223,53833.7,57009,37760,53155,55353,53806,53724,54284,35975,50380,56507,55844,54273,51854,39895,53292,62199.1,55071,54301,57188,59803,52724,60598,56785,54679,63259,64399,48479,63884,53872,54312,64714,60026,50072,63772,52559,54878,64069,60084,50765,62210,52288,55720,62747,58595,53396,59108,54212,55933,61910,58763,53915,56127.7,54632,56231,61153,59296,54726,58290,54881,56257,60568,61174,54236,58253,54847,56189,60678,61485,54388,58007,54862,56455,59281,65343,54195,57418,56168,55837,57661,67329,54890,55599,58789,54187,52842,67280,58409,54362,60431,54093,48680,50507,65059,55263,60958,55454,44017,32653,62664,53388,61844.9,55345,44559,27956,57603,53725,60179,54473,48370,30133,56030,51041,59140,55766,56665,38575,57175,49269,56437,55377,55752,36193,56980,52006,57158,54528,59149,51544,59357,56617,58038,53296,67409,61582,56953,56249,57731,53935,69213,61942,56076,56917,56725,54386,68036,63988,55567,58676,55776,54591,65248,74058.4,56919,58551,56757,54325,61205,63610,58809,58978,57041,54373
68826,70011,60071,47109,55676,57577,69611,70337,59867,47728,55905,57480,68560,70100,60267,47476,56051,57712,68040,70100,59756,48198,56223,57816,66777,69990,59781,48353,56346,58086,65353,69618,59619,48568,58286.2,58272,64618,69439,59304,49571,56115,58445,63154,69555,59503,50016,56067,59057,62415.6,69015,59063,51012,56356.5,59058,65714.9,68979,59129,51809,56761,59035,61358,69087,58561,52684,57234,58838,60540,67792,57535,54237,57838,58425,59839,69601,56574,54869,56933,58063,58973,70436,55929,55187,58342.7,56688.4,58132,71293,55605,54807,56094,57688,57424,71055,56186,54614,56150,57465,57150,70722,56161,54151,56366,58356.1,57123,70581,55419,53597,57181,57034,56963,69105,54791,53351,58073,57155,56943,67382,54820,53087,58297,57109,56719,65294,55332,52770,58586,57226,56006,63606,55938,52894,58484,57521,54729,63057,56740,53318,58006,57985,50740.7,63310,57437,53843,57497,58310,51794,63353,58679,54162,57066,58409,51943,61304,59391,54957,56882,58093,57811.6,53163,59404,56087,56695,57575,52756,57909,59131,56989,55434.3,57261,52965,58146,58681,57950,57161,56980,53439,58646,58092,58348,57822,56517,54184,59915,57280,57145,58151,56413,54407,61844,57112,55841,58230,56543
68713.3,55612,57427,59553,56346,53412,68832,55723,58525,59147,57319,53420,65925,54760,60745,57770,58081,53548,61059,54036.4,63471,56586,57995,54060,56311,39581,63336,56034,62809.9,54155,54399,29130.6,59468,53228,59680,54412,50754,25584,57944,51484,59226.9,53897,52333,25597,59205,51979,60052,54016,51563,23734,60176,52093,61067,54715,51936,21049,61909.3,51674,60955,54992,51462,19504,58962,50896,63061.7,54943,51049,21274,59728,51700,59976,54234,51066,15264.7,61402,52223,58818.4,54656,52138,23416,62315,51390,59477,53263,52347,23361,63360,51471,59896,53678,52247,22045,63690,52200,61537,54164,50508,15659,63255,52057,61949,54343,51236,16905,57563.3,52210,61586,54421,51765,19522,62658,53951,60575,53049,51783,24459,61878,55383,60509,53210,55085,42724,63924,56152,61476,54314,63060,54381,59421,57240,61784.2,55355,67616,51923,56030,59113,57316,56424,68580,48576,56182,58974,56590,56385,70431,48760,56255,57355,56128,56347,71243,48216,56332,56706,56908,57263,72065,47861,55932,56173,57386,56642,73116,48579,55267,55883,57724,56503,73854,49663,54685,55999,58396,56541,74500,50987,54735,55558,58290,56468,73949,52459,54993,54992,58267,57115,73246,54380,54102,55373,57536,57807
54520,38754.7,55127,56416,60413,56974,51985,35542,54571,54969,58664,54729,50136,36414,52969,54792.5,59529,55542,48673,33692,55775,55153,58481,55872,46992,33115,54445,54096,59721,56156,48635,27403,54136,55355,59703,56585,53189.4,35534,53778,54623,59148,55972,55720,42755,57278,55806,59145,55313,52571,51638,59779,54050,58944,55613,59013,64544,56984.8,53921,56500,55861,59474,65387,52573,52096,57226,54480,56365,62395,52247,53826,58170,54009,56012,63447,51618,54817,57798,53997,55052,64225,51147,54496,57782,53746,54953,65994,51292,55015,58317,53724,53687,66982,50900,55625,58781,52956,53442,69922,50789,55755,58653,53169,53135,70809,52094,54365,59508,53603,49492,65992,54775,55536,58187,55160,41795,51609,59342,59395,59531,57240,40239,42661,58931,59357,60131,58120,42610,45591,59954,58769,59657,57593,53625,67240,55868,56416,55212,55252,59720,62326,54695,55180,54099,54968,60552,57668,54241,54090,53083,55636.6,61005,54998,55716,55339,53783,56132,60637,56030,57411,55335,52110,56507,59762,55094,60242,55817,51760,56959,60419,56293,60561,56605,51414,56418,59747,55001,62298,56512,51785,57327,58206.2,43624.8,66079.3,57671,51765,57406,56214,58268,65893,58588,51926,57291
48172,41059,51782,54191,55802,55956,46049,39576,51301,54107,54993,55967,42236,37878,51611,53807,53841,54860,39225,35394,51672,54980,54732,54720,37665,35199,54041,55254,56107,55482,36774,33849,56260,56833,56080,55958,36234,45083.6,57087,59150,56464,55850,38316,54979,61588,63473,58000,58123.5,49192,60372,62841,63597,55153.8,57482,54399,57314,63865,61879,53534,57500,54312,51885,65247,62465,53417,58401,53769,50990,65595,62053,53427,58990,52395,48533,67488,61673,53881,59113,52242,47714,67634,61484,54259,58904,51003,47041,68436,61683,53959,58716.2,50348,47494,68570,61157,54359,59432,48740,48867,68423,61296,55244.3,59550.9,47016,51849,68234,61403,54623,59754,44851,56274,68054,61050,54350,59300,42693,59517,68838,59760,54826,59706,41601,57631,68935,60170,54716,60584,42058,54441,68490,60360,54457,60656,43459,52163,68795,60180,54520,60509,40379,45844,68022,63199,55231,61070,35973,57744,69472,63049,54304,60081,31052,62754,66960,61000,57707,57062,28032,50075,60239,58270,59936,57319,27516,42437,57432,57461,61161,58454,29366,38304,60083,53716,61509,56999,52962,52854,56258,52914,55053,56622.3,59183,51512,56570,53293,54372,56556,56184,46300,60041.5,55180.3,55210,55934
61955,30276,54737,52353,56943,54382,61612,33077,55326,53240,57636,54838,59933,32333,54410,51727,60903,53963,57359,32029,55103,51547,58820,54791,55068,31590,55024,52825,59597,55920,51859,30637,57790,53027,58827,55484,50317,29914,57348,52289,59264,54777.5,49456,29617,55293,51167,60173,55355,48616,29565,56206,50876,60704,55215,49569,31873,57301,51003,60542,56116,41800.4,31522,56996,51346,60101,56533,48192,33994,58453,53691,60542,57137,52620,49662,63070,57992,59236,55475,57574,54820,61038,61213,56982,55080,59665,53830,59657,60946.9,56025,55271,59723,51978,60118,60996,55292,55995,60340,52452,60021,60026,54900,55946,62718.3,51766,59721,59584,55297,55870,60478,44888.9,60129,59237,54613,55219,61006,54919,59737,59027,54708,54968,61991,56667,58976,58826,55303,54581,62536,58412,58178,58694,55801,54448,62219,60053,57799,59216,56376,54272,61844,61984,56978,57739,56614,53851,62204,62335,57348,60739,57020,53615,62522,63531,56878,58301.3,56961,53788,63354,63893,56736,60449,56575,53864,65049,63129,57428,59728,56042,54059,66645,64093,58410,60281,55217,54542,64936,66601,58662,59460.2,54215,55554,60425,58514,60843,58366,55213,56992,65067,42046.5,58740,54353,55213,57494
58519,61792,58582,62577,53486,55800,58596,63920,58758,61782,53183,55968,58041,64637,58024,61134,53402,56107,57774,61954,56921,60874,53689,56180,57291,62487,56189,60707,54159,56233,56918,61708,55834,60587,54533,56173,56292,61021,55754,60508,55047,56087,55345,60254,55947,60457,55782,56104,54112,59621,56159,60177,56730,56330,52830,59695,56599,59865,57612,56700,51445,60320,57200,59619,58398,57088,50334,61024,58024,59182,58897,57433,49620,62259,58859,58327,58840,57795,49827.3,63707,58977,57922,59014,57860,48887,64957,59069,57489,59114,57946,48647,65774,59601,56967,59189,58095,48518,66623,60169,56398,59088,58249,48415,67893,60577,56133,58754,58275,48313,69116,60624,56205,58574,58297,48221,70186,60564,56412,56757.4,58383,48701,70496,60690,56557,57594,58731,48400,72846,60594,56771,57536,58496,48764,73851,60344,57025,57391,58585,50502,71664,59580,58436,56578,58890,52604,68047,58140,60603,55946,58976,55267,63337,56730,62205,55733,58851,57407,59434,55478,63040,55704,57349.9,59044,57449.1,54763,63774,55871,58816,60026,56456,54434,63979,55652,58630,60206,56821,54480,63931,55335,58463,59233,57973,54833,63789,55156,58517,57229,60954.9,56730.1,63560,55081,59186.1
64151,56121,55349,59927,55327,53607,63983,58836.1,56022,60675,55198,53645,62740,56128,56962,61416,54953,53691,61059,55473,57719,61919,54792,53669,59520,54118,58514,62280,54597,53782,58370,53173,59614,62431,54460,54041,57354,52046,60547,62363,54471,54150,56409,50678,61441,62287,54464,54221,55870,49483,61968,62236,54590,54480,55463,48771,62510,62317,54708,54636,54884,48438,62959,62190,54137.4,54605,54267,47892,63860.3,61998,54617,54482,54093,47548,63500,61982,54658,54509,53923,47364,63738,61966,54665,54424,53549,47639,64094.5,61839,54832,52898.5,53261,48582,63677,61380,54763,54339,53321,49155,63469,61178,54633,54325,53513,49546,63523,60943,54495,54317,53910,49977,63158,60697,54505,54392,57186.6,50594,62344,60749,54519,54265,55139,51377,61842,60639,54295,54199,55422,52287,61661,60287,54085,54231,55699,53033,61421,59986,53942,54391,56245,53269,61114,59963,53694,54626,56921,53874,60553,60170,53310,54764,57850,54831,59651,60359,52983,54773,59163,55780,58505,60487,52837,54796,60355,56488,57890,60499,52755,54688,61165,56862,57808,60284,52805,54492,61535,56849,57832,59868,53271,54217,61779,56583,57831,59237,54006,53724,61974,55781,57871,58683,54242,53424
52336,39510,53433,50076,56821,54112,54833,34402,56975,51851,57649,55382,56067,34992,56585,51148,58975,54519,57061,36035,57884,49579,59002,55432,57122,36971,59209,51109,57716,55118,57432,36338,58268,51725,59597,55232,56103,34943,57463,51080,58448,55680,52432,34024,58362,53096,59759,55082,44241,35642,59020,51370,60669,55900,23972,41009,59834,54469,60596,57195,20426,41877,60915,57245,60204,56760,52168,46055,57265,52932,59361,58640,54840,42837,61207,55394,58632.4,57176,60468,52024,63336,62706,54524,57489,60207,50755,61763,64945,52933,59884,59181,48669,64034,63505,53381,60339.3,59121,47146,64437,63238,53422,60494,57015,49553,64021,63203,53799,60438,56598,51744,63619,62681,53869,60393,56326,53646,63011,63382,53916,60766,58120,53680,62937,63588,53167,60532,59222,53134,62968,63676,52964,60470,63665.5,56050,61119,63672,52363,60068,59082,60119,59039,62067,55004,57815,53908,55252,57551,58116,58535,58020,51511,52891,56921,55823,60630,58361,46670,51802,56230,57681,60668,56813,47374,46307,51934,53415,60455.5,58376,47753,46687,51797,55428,58151,56009,51298,50141,50748,53962,58530,57482,49036,53687,50090,51853,57429,56935,44554,59007,51237,52415,56909.8,55503
62193,48018,67175,61520,50894,60918,62669,47118,67179,62762,50814,60578,62556,47014,67256,64002,50908,60573,59624.2,46533,67058,64863,50896,60488,61398,46200,66520,65494,50669,60404,61119,46276,65540,65679,50641,60211,60895,46331,64615,66272,50554,60028,60890,46487,63844,66300,50721,59521,60758,46892,63028,66737,50923,58946,60907,47418,62199,66265,51434,58363,60673,49087,60993,66527,51754,57865,60730,49517,60375,65921,52777,56888,60414,51103,59353,66321,53210,56388,60731,51270,58763,65502,54302,56170,61977.9,52301,58091,65036,53281.7,56002,61329,70016.5,57505,64642,55440,56007,61770,54074,57297,63782,55760,55523,62370,56378,56367,63011,55569,55598,63466,57334,55242,62368,55725,55658,65150,56336,54831,61850,55665,54735.4,66638,55713,54641,61140,55626,55773,67417,56293,54518,60517,55509,55676,68108,57956,54098,59490,55739,55808,69035,58989,53462,58543,55677,55764,70227,59260,53158,57773,55515,55433.8,71632,59199,52953,56970,55258,55802,72555,59638,53238.1,56483,55076,55782,72947,60906,52561,56166,54924,55817,73553,62803,51675,55943,54643,56101,74579,63759,51012,55931,54482,56107,75164,64061,50437,55876,54347,56709.1,75454,64852,49921,55919,54133,55630
31320,55469,60799,58438,61939,57702,27829,42189,56932,58246,59889,57076,27298,41240,57334,55167.7,58872,58511,26248,42811,55850.2,58325,58432,57562,62868,31122,54372,59734,56239,56735,58133,45725,56827.8,59538,55850,56328,41437.4,51333,57267,63026,53412,54214,57291.4,64493,51554,63383,53868,55135,63864,56692.1,49494,65584.2,52291,55080,64288,63149,48763,65671,52460,53363.1,63208,63195,48408,64894,51612,54437,60576,68347,47914,63806,55655,54247,57555,74854,46375,64787.3,57484,54998,51183,62879,53824,54219,60685,55149,42423,30464,55532,55347,60310,56701,44057,33825,59808,56059,58230,56558,48525.4,36912,58358,55938,60625,57326,47851,39045,55723,54435,58994,58097.7,40943,54932,56898,52677,60119,57135,50108,77313,59157,48342,56637,58118,48155,81198,65020.2,49231,55686,57802,52124,70243,62611,52962,52459,59013,51519,78977,57503,52534,54807,56469.6,57979,70491,56737,49576,59061,58686,63009,59060.8,54765,55682,58852,57194,63131,61277,54224,60677,56543,55671,63431,59046,55158,63176.1,54098,56423,63774,54670,57417,65001,53035,57424,62208,56106,57778,64812,53186,57775,60577,59219,57295,64964,53047,57936,59030,64017.9,57204,64464,53952,57112,56194,65463,57273,63200,55291,55682
